am_day,biblical_citations_summary,citation_categories,citation_precision,date_ce,description,event_type,has_biblical_citations,location,name,scripture_related_events,source,source_file,total_biblical_citations
10593.0,"direct_citations: Mt 16:18-19 - ""Ty jesteś Piotr, i na tej skale zbuduję Kościół mój""; Łk 22:32 - ""Ja się modliłem za ciebie, żeby nie ustała wiara twoja, a ty utwierdzaj braci swoich""; J 21:15-17 - ""Paś baranki moje... Paś owce moje"" | theological_context: 1P 5:2-4 - ""Paście trzodę Bożą... jako wzory dla trzody""; Ef 4:11 - ""On też ustanowił jednych apostołami, innych prorokami, innych pasterzami""","direct_citations, theological_context",,0030-01-01,"Election of Saint Peter as Pope - First Pope, martyred",PAPAL_ELECTION,True,Vatican/Rome,Saint Peter - Papal Election,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
11323.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,-031-01-01,Battle of Actium - End of Roman Republic,MILITARY_CONFLICT,True,Greece,Battle of Actium,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
23011.0,"direct_citations: 2Tm 4:6-7 - ""Czas mojego odejścia nadszedł. W dobrych zawodach wystąpiłem""; J 10:11 - ""Dobry pasterz życie swoje oddaje za owce""; Flp 1:23 - ""Mam ochotę odejść i być z Chrystusem""",direct_citations,,0064-12-31,Death of Pope Saint Peter - End of 34-year papacy,PAPAL_DEATH,True,Vatican/Rome,Saint Peter - Papal Death,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,3
24107.0,"direct_citations: Mt 16:18-19 - ""Ty jesteś Piotr, i na tej skale zbuduję Kościół mój""; Łk 22:32 - ""Ja się modliłem za ciebie, żeby nie ustała wiara twoja, a ty utwierdzaj braci swoich""; J 21:15-17 - ""Paś baranki moje... Paś owce moje"" | theological_context: 1P 5:2-4 - ""Paście trzodę Bożą... jako wzory dla trzody""; Ef 4:11 - ""On też ustanowił jednych apostołami, innych prorokami, innych pasterzami""","direct_citations, theological_context",,0067-01-01,Election of Saint Linus as Pope - Second Pope,PAPAL_ELECTION,True,Vatican/Rome,Saint Linus - Papal Election,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
27394.0,"direct_citations: 2Tm 4:6-7 - ""Czas mojego odejścia nadszedł. W dobrych zawodach wystąpiłem""; J 10:11 - ""Dobry pasterz życie swoje oddaje za owce""; Flp 1:23 - ""Mam ochotę odejść i być z Chrystusem""",direct_citations,,0076-12-31,Death of Pope Saint Linus - End of 9-year papacy,PAPAL_DEATH,True,Vatican/Rome,Saint Linus - Papal Death,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,3
59901.0,"direct_citations: Ap 6:8 - ""Dano mu władzę nad czwartą częścią ziemi, aby zabijał mieczem, głodem, zarazą""; Łk 21:11 - ""Będą wielkie trzęsienia ziemi, a po różnych miejscach zarazy i głód""; Mt 24:7 - ""Powstaną zarazy i głód po różnych miejscach"" | prophetic_significance: Jr 14:12 - ""Mieczem, głodem i zarazą będę ich niszczyć""; Ez 14:21 - ""Cztery srogi wyroki moje: miecz, głód, dzikie zwierzęta i zarazę""","direct_citations, prophetic_significance",,0165-01-01,Antonine Plague - Marked beginning of Roman decline,PANDEMIC,True,Roman Empire,Antonine Plague,,Medical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
78893.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,-216-01-01,Battle of Cannae - Hannibal's greatest victory,MILITARY_CONFLICT,True,Italy,Battle of Cannae,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
90581.0,"direct_citations: Ap 6:8 - ""Dano mu władzę nad czwartą częścią ziemi, aby zabijał mieczem, głodem, zarazą""; Łk 21:11 - ""Będą wielkie trzęsienia ziemi, a po różnych miejscach zarazy i głód""; Mt 24:7 - ""Powstaną zarazy i głód po różnych miejscach"" | prophetic_significance: Jr 14:12 - ""Mieczem, głodem i zarazą będę ich niszczyć""; Ez 14:21 - ""Cztery srogi wyroki moje: miecz, głód, dzikie zwierzęta i zarazę""","direct_citations, prophetic_significance",,0249-01-01,Plague of Cyprian - Further weakened Rome,PANDEMIC,True,Roman Empire,Plague of Cyprian,,Medical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
96425.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,-264-01-01,Punic Wars - Roman dominance,MILITARY_CONFLICT,True,Mediterranean,Punic Wars,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
111399.0,"direct_citations: 1Sm 10:1 - ""Pomazał go Samuel olejem i rzekł: Czyż nie pomazał cię Pan na wodza?""; 1Sm 16:13 - ""Samuel wziął róg z olejem i pomazał go pośród jego braci""; 2Sm 2:4 - ""Przyszli mężowie judzcy i pomazali tam Dawida na króla"" | theological_context: Rz 13:1 - ""Nie ma bowiem władzy, która by nie pochodziła od Boga""; Dn 2:21 - ""On zmienia czasy i okresy, strąca królów i wynosi królów""; Prz 8:15-16 - ""Przeze mnie królują królowie i książęta stanowią prawo"" | prophetic_significance: 2Sm 7:12-13 - ""Utrwalę po tobie potomstwo twoje i utwierdzę królestwo jego""; Ps 2:6 - ""Ja wyznaczyłem mojego króla na Syjonie, świętej górze mojej""","direct_citations, theological_context, prophetic_significance",,0306-01-01,Roman Emperor Constantine I begins reign - Legalized Christianity,DYNASTIC_START,True,Roman Empire,Constantine I - Reign Begins,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,10
114321.0,"direct_citations: Mt 16:18-19 - ""Ty jesteś Piotr, i na tej skale zbuduję Kościół mój""; Łk 22:32 - ""Ja się modliłem za ciebie, żeby nie ustała wiara twoja, a ty utwierdzaj braci swoich""; J 21:15-17 - ""Paś baranki moje... Paś owce moje"" | theological_context: 1P 5:2-4 - ""Paście trzodę Bożą... jako wzory dla trzody""; Ef 4:11 - ""On też ustanowił jednych apostołami, innych prorokami, innych pasterzami""","direct_citations, theological_context",,0314-01-01,Election of Pope Sylvester I as Pope - Constantine's era,PAPAL_ELECTION,True,Vatican/Rome,Pope Sylvester I - Papal Election,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
120895.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,-331-01-01,Battle of Gaugamela - Alexander conquers Persia,MILITARY_CONFLICT,True,Mesopotamia,Battle of Gaugamela,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
121991.0,"direct_citations: 2Tm 4:6-7 - ""Czas mojego odejścia nadszedł. W dobrych zawodach wystąpiłem""; J 10:11 - ""Dobry pasterz życie swoje oddaje za owce""; Flp 1:23 - ""Mam ochotę odejść i być z Chrystusem""",direct_citations,,0335-12-31,Death of Pope Pope Sylvester I - End of 21-year papacy,PAPAL_DEATH,True,Vatican/Rome,Pope Sylvester I - Papal Death,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,3
122722.0,"direct_citations: 1Sm 15:28 - ""Oddarł Pan dziś od ciebie królestwo izraelskie""; 1Krl 11:31 - ""Oto wydzierę królestwo z ręki Salomona""; 2Krl 17:18 - ""Rozgniewał się bardzo Pan na Izraela i odrzucił ich sprzed oblicza swego"" | prophetic_significance: Dn 2:44 - ""Bóg niebieski wzbudzi królestwo, które na wieki nie zostanie zniszczone""; Łk 1:33 - ""I będzie królował nad domem Jakuba na wieki""","direct_citations, prophetic_significance",,0337-12-31,Death of Roman Emperor Constantine I - End of 31-year reign,DYNASTIC_END,True,Roman Empire,Constantine I - Death/End of Reign,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
157055.0,"direct_citations: Ap 6:8 - ""Dano mu władzę nad czwartą częścią ziemi, aby zabijał mieczem, głodem, zarazą""; Łk 21:11 - ""Będą wielkie trzęsienia ziemi, a po różnych miejscach zarazy i głód""; Mt 24:7 - ""Powstaną zarazy i głód po różnych miejscach"" | prophetic_significance: Jr 14:12 - ""Mieczem, głodem i zarazą będę ich niszczyć""; Ez 14:21 - ""Cztery srogi wyroki moje: miecz, głód, dzikie zwierzęta i zarazę""","direct_citations, prophetic_significance",,-430-01-01,Plague of Athens - Weakened Athens in Peloponnesian War,PANDEMIC,True,"Athens, Greece",Plague of Athens,,Medical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
157420.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,-431-01-01,Peloponnesian War - End of Athenian dominance,MILITARY_CONFLICT,True,Greece,Peloponnesian War,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
160342.0,"direct_citations: Mt 16:18-19 - ""Ty jesteś Piotr, i na tej skale zbuduję Kościół mój""; Łk 22:32 - ""Ja się modliłem za ciebie, żeby nie ustała wiara twoja, a ty utwierdzaj braci swoich""; J 21:15-17 - ""Paś baranki moje... Paś owce moje"" | theological_context: 1P 5:2-4 - ""Paście trzodę Bożą... jako wzory dla trzody""; Ef 4:11 - ""On też ustanowił jednych apostołami, innych prorokami, innych pasterzami""","direct_citations, theological_context",,0440-01-01,"Election of Pope Leo I as Pope - The Great, met Attila",PAPAL_ELECTION,True,Vatican/Rome,Pope Leo I - Papal Election,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
168013.0,"direct_citations: 2Tm 4:6-7 - ""Czas mojego odejścia nadszedł. W dobrych zawodach wystąpiłem""; J 10:11 - ""Dobry pasterz życie swoje oddaje za owce""; Flp 1:23 - ""Mam ochotę odejść i być z Chrystusem""",direct_citations,,0461-12-31,Death of Pope Pope Leo I - End of 21-year papacy,PAPAL_DEATH,True,Vatican/Rome,Pope Leo I - Papal Death,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,3
175318.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,-480-01-01,Battle of Thermopylae - Heroic last stand,MILITARY_CONFLICT,True,Greece,Battle of Thermopylae,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
178970.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,-490-01-01,Battle of Marathon - Greek victory over Persians,MILITARY_CONFLICT,True,Greece,Battle of Marathon,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
192118.0,"direct_citations: 1Sm 10:1 - ""Pomazał go Samuel olejem i rzekł: Czyż nie pomazał cię Pan na wodza?""; 1Sm 16:13 - ""Samuel wziął róg z olejem i pomazał go pośród jego braci""; 2Sm 2:4 - ""Przyszli mężowie judzcy i pomazali tam Dawida na króla"" | theological_context: Rz 13:1 - ""Nie ma bowiem władzy, która by nie pochodziła od Boga""; Dn 2:21 - ""On zmienia czasy i okresy, strąca królów i wynosi królów""; Prz 8:15-16 - ""Przeze mnie królują królowie i książęta stanowią prawo"" | prophetic_significance: 2Sm 7:12-13 - ""Utrwalę po tobie potomstwo twoje i utwierdzę królestwo jego""; Ps 2:6 - ""Ja wyznaczyłem mojego króla na Syjonie, świętej górze mojej""","direct_citations, theological_context, prophetic_significance",,0527-01-01,Byzantine Emperor Justinian I begins reign - Justinian Code,DYNASTIC_START,True,Byzantine Empire,Justinian I - Reign Begins,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,10
197232.0,"direct_citations: Ap 6:8 - ""Dano mu władzę nad czwartą częścią ziemi, aby zabijał mieczem, głodem, zarazą""; Łk 21:11 - ""Będą wielkie trzęsienia ziemi, a po różnych miejscach zarazy i głód""; Mt 24:7 - ""Powstaną zarazy i głód po różnych miejscach"" | prophetic_significance: Jr 14:12 - ""Mieczem, głodem i zarazą będę ich niszczyć""; Ez 14:21 - ""Cztery srogi wyroki moje: miecz, głód, dzikie zwierzęta i zarazę""","direct_citations, prophetic_significance",,0541-01-01,Justinian Plague - First recorded bubonic plague pandemic,PANDEMIC,True,Byzantine Empire,Justinian Plague,,Medical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
205998.0,"direct_citations: 1Sm 15:28 - ""Oddarł Pan dziś od ciebie królestwo izraelskie""; 1Krl 11:31 - ""Oto wydzierę królestwo z ręki Salomona""; 2Krl 17:18 - ""Rozgniewał się bardzo Pan na Izraela i odrzucił ich sprzed oblicza swego"" | prophetic_significance: Dn 2:44 - ""Bóg niebieski wzbudzi królestwo, które na wieki nie zostanie zniszczone""; Łk 1:33 - ""I będzie królował nad domem Jakuba na wieki""","direct_citations, prophetic_significance",,0565-12-31,Death of Byzantine Emperor Justinian I - End of 38-year reign,DYNASTIC_END,True,Byzantine Empire,Justinian I - Death/End of Reign,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
215129.0,"direct_citations: Mt 16:18-19 - ""Ty jesteś Piotr, i na tej skale zbuduję Kościół mój""; Łk 22:32 - ""Ja się modliłem za ciebie, żeby nie ustała wiara twoja, a ty utwierdzaj braci swoich""; J 21:15-17 - ""Paś baranki moje... Paś owce moje"" | theological_context: 1P 5:2-4 - ""Paście trzodę Bożą... jako wzory dla trzody""; Ef 4:11 - ""On też ustanowił jednych apostołami, innych prorokami, innych pasterzami""","direct_citations, theological_context",,0590-01-01,"Election of Pope Gregory I as Pope - The Great, liturgical reforms",PAPAL_ELECTION,True,Vatican/Rome,Pope Gregory I - Papal Election,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
220241.0,"direct_citations: 2Tm 4:6-7 - ""Czas mojego odejścia nadszedł. W dobrych zawodach wystąpiłem""; J 10:11 - ""Dobry pasterz życie swoje oddaje za owce""; Flp 1:23 - ""Mam ochotę odejść i być z Chrystusem""",direct_citations,,0604-12-31,Death of Pope Pope Gregory I - End of 14-year papacy,PAPAL_DEATH,True,Vatican/Rome,Pope Gregory I - Papal Death,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,3
266992.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,0732-01-01,Battle of Tours - Stopped Muslim expansion,MILITARY_CONFLICT,True,France,Battle of Tours,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
280141.0,"direct_citations: 1Sm 10:1 - ""Pomazał go Samuel olejem i rzekł: Czyż nie pomazał cię Pan na wodza?""; 1Sm 16:13 - ""Samuel wziął róg z olejem i pomazał go pośród jego braci""; 2Sm 2:4 - ""Przyszli mężowie judzcy i pomazali tam Dawida na króla"" | theological_context: Rz 13:1 - ""Nie ma bowiem władzy, która by nie pochodziła od Boga""; Dn 2:21 - ""On zmienia czasy i okresy, strąca królów i wynosi królów""; Prz 8:15-16 - ""Przeze mnie królują królowie i książęta stanowią prawo"" | prophetic_significance: 2Sm 7:12-13 - ""Utrwalę po tobie potomstwo twoje i utwierdzę królestwo jego""; Ps 2:6 - ""Ja wyznaczyłem mojego króla na Syjonie, świętej górze mojej""","direct_citations, theological_context, prophetic_significance",,0768-01-01,Holy Roman Emperor Charlemagne begins reign - Carolingian Renaissance,DYNASTIC_START,True,Francia,Charlemagne - Reign Begins,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,10
296943.0,"direct_citations: 1Sm 15:28 - ""Oddarł Pan dziś od ciebie królestwo izraelskie""; 1Krl 11:31 - ""Oto wydzierę królestwo z ręki Salomona""; 2Krl 17:18 - ""Rozgniewał się bardzo Pan na Izraela i odrzucił ich sprzed oblicza swego"" | prophetic_significance: Dn 2:44 - ""Bóg niebieski wzbudzi królestwo, które na wieki nie zostanie zniszczone""; Łk 1:33 - ""I będzie królował nad domem Jakuba na wieki""","direct_citations, prophetic_significance",,0814-12-31,Death of Holy Roman Emperor Charlemagne - End of 46-year reign,DYNASTIC_END,True,Francia,Charlemagne - Death/End of Reign,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
317762.0,"direct_citations: 1Sm 10:1 - ""Pomazał go Samuel olejem i rzekł: Czyż nie pomazał cię Pan na wodza?""; 1Sm 16:13 - ""Samuel wziął róg z olejem i pomazał go pośród jego braci""; 2Sm 2:4 - ""Przyszli mężowie judzcy i pomazali tam Dawida na króla"" | theological_context: Rz 13:1 - ""Nie ma bowiem władzy, która by nie pochodziła od Boga""; Dn 2:21 - ""On zmienia czasy i okresy, strąca królów i wynosi królów""; Prz 8:15-16 - ""Przeze mnie królują królowie i książęta stanowią prawo"" | prophetic_significance: 2Sm 7:12-13 - ""Utrwalę po tobie potomstwo twoje i utwierdzę królestwo jego""; Ps 2:6 - ""Ja wyznaczyłem mojego króla na Syjonie, świętej górze mojej""","direct_citations, theological_context, prophetic_significance",,0871-01-01,King of Wessex Alfred the Great begins reign - United Anglo-Saxon kingdoms,DYNASTIC_START,True,England,Alfred the Great - Reign Begins,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,10
327989.0,"direct_citations: 1Sm 15:28 - ""Oddarł Pan dziś od ciebie królestwo izraelskie""; 1Krl 11:31 - ""Oto wydzierę królestwo z ręki Salomona""; 2Krl 17:18 - ""Rozgniewał się bardzo Pan na Izraela i odrzucił ich sprzed oblicza swego"" | prophetic_significance: Dn 2:44 - ""Bóg niebieski wzbudzi królestwo, które na wieki nie zostanie zniszczone""; Łk 1:33 - ""I będzie królował nad domem Jakuba na wieki""","direct_citations, prophetic_significance",,0899-12-31,Death of King of Wessex Alfred the Great - End of 28-year reign,DYNASTIC_END,True,England,Alfred the Great - Death/End of Reign,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
350999.0,"direct_citations: 1Sm 10:1 - ""Pomazał go Samuel olejem i rzekł: Czyż nie pomazał cię Pan na wodza?""; 1Sm 16:13 - ""Samuel wziął róg z olejem i pomazał go pośród jego braci""; 2Sm 2:4 - ""Przyszli mężowie judzcy i pomazali tam Dawida na króla"" | theological_context: Rz 13:1 - ""Nie ma bowiem władzy, która by nie pochodziła od Boga""; Dn 2:21 - ""On zmienia czasy i okresy, strąca królów i wynosi królów""; Prz 8:15-16 - ""Przeze mnie królują królowie i książęta stanowią prawo"" | prophetic_significance: 2Sm 7:12-13 - ""Utrwalę po tobie potomstwo twoje i utwierdzę królestwo jego""; Ps 2:6 - ""Ja wyznaczyłem mojego króla na Syjonie, świętej górze mojej""","direct_citations, theological_context, prophetic_significance",,0962-01-01,Holy Roman Emperor Otto I begins reign - Revival of Roman Empire,DYNASTIC_START,True,Holy Roman Empire,Otto I - Reign Begins,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,10
355017.0,"direct_citations: 1Sm 15:28 - ""Oddarł Pan dziś od ciebie królestwo izraelskie""; 1Krl 11:31 - ""Oto wydzierę królestwo z ręki Salomona""; 2Krl 17:18 - ""Rozgniewał się bardzo Pan na Izraela i odrzucił ich sprzed oblicza swego"" | prophetic_significance: Dn 2:44 - ""Bóg niebieski wzbudzi królestwo, które na wieki nie zostanie zniszczone""; Łk 1:33 - ""I będzie królował nad domem Jakuba na wieki""","direct_citations, prophetic_significance",,0973-12-31,Death of Holy Roman Emperor Otto I - End of 11-year reign,DYNASTIC_END,True,Holy Roman Empire,Otto I - Death/End of Reign,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
388984.0,"direct_citations: 1Sm 10:1 - ""Pomazał go Samuel olejem i rzekł: Czyż nie pomazał cię Pan na wodza?""; 1Sm 16:13 - ""Samuel wziął róg z olejem i pomazał go pośród jego braci""; 2Sm 2:4 - ""Przyszli mężowie judzcy i pomazali tam Dawida na króla"" | theological_context: Rz 13:1 - ""Nie ma bowiem władzy, która by nie pochodziła od Boga""; Dn 2:21 - ""On zmienia czasy i okresy, strąca królów i wynosi królów""; Prz 8:15-16 - ""Przeze mnie królują królowie i książęta stanowią prawo"" | prophetic_significance: 2Sm 7:12-13 - ""Utrwalę po tobie potomstwo twoje i utwierdzę królestwo jego""; Ps 2:6 - ""Ja wyznaczyłem mojego króla na Syjonie, świętej górze mojej""","direct_citations, theological_context, prophetic_significance",,1066-01-01,King of England William the Conqueror begins reign - Norman Conquest,DYNASTIC_START,True,England/Normandy,William the Conqueror - Reign Begins,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,10
388984.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1066-01-01,Battle of Hastings - Norman Conquest,MILITARY_CONFLICT,True,England,Battle of Hastings,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
390810.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1071-01-01,Battle of Manzikert - Byzantine decline,MILITARY_CONFLICT,True,Turkey,Battle of Manzikert,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
396654.0,"direct_citations: 1Sm 15:28 - ""Oddarł Pan dziś od ciebie królestwo izraelskie""; 1Krl 11:31 - ""Oto wydzierę królestwo z ręki Salomona""; 2Krl 17:18 - ""Rozgniewał się bardzo Pan na Izraela i odrzucił ich sprzed oblicza swego"" | prophetic_significance: Dn 2:44 - ""Bóg niebieski wzbudzi królestwo, które na wieki nie zostanie zniszczone""; Łk 1:33 - ""I będzie królował nad domem Jakuba na wieki""","direct_citations, prophetic_significance",,1087-12-31,Death of King of England William the Conqueror - End of 21-year reign,DYNASTIC_END,True,England/Normandy,William the Conqueror - Death/End of Reign,,Historical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
397019.0,"direct_citations: Mt 16:18-19 - ""Ty jesteś Piotr, i na tej skale zbuduję Kościół mój""; Łk 22:32 - ""Ja się modliłem za ciebie, żeby nie ustała wiara twoja, a ty utwierdzaj braci swoich""; J 21:15-17 - ""Paś baranki moje... Paś owce moje"" | theological_context: 1P 5:2-4 - ""Paście trzodę Bożą... jako wzory dla trzody""; Ef 4:11 - ""On też ustanowił jednych apostołami, innych prorokami, innych pasterzami""","direct_citations, theological_context",,1088-01-01,Election of Pope Urban II as Pope - Called First Crusade,PAPAL_ELECTION,True,Vatican/Rome,Pope Urban II - Papal Election,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,6
399576.0,"direct_citations: Koh 3:8 - ""Jest czas wojny i czas pokoju""; Ps 144:1 - ""Błogosławiony Pan, skała moja, który ćwiczy ręce moje do walki""; Mt 24:6 - ""Będziecie słyszeć o wojnach i pogłoskach wojennych"" | theological_context: Wj 15:3 - ""Pan jest mężem wojny, Pan - to Jego imię""; Joz 5:14 - ""Jako wódz wojska Pańskiego przybyłem teraz""; 2Krn 20:15 - ""Nie wasza to wojna, lecz Boża""","direct_citations, theological_context",,1095-01-01,First Crusade - Capture of Jerusalem,MILITARY_CONFLICT,True,Holy Land,First Crusade,,Military_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,7
401037.0,"direct_citations: 2Tm 4:6-7 - ""Czas mojego odejścia nadszedł. W dobrych zawodach wystąpiłem""; J 10:11 - ""Dobry pasterz życie swoje oddaje za owce""; Flp 1:23 - ""Mam ochotę odejść i być z Chrystusem""",direct_citations,,1099-12-31,Death of Pope Pope Urban II - End of 11-year papacy,PAPAL_DEATH,True,Vatican/Rome,Pope Urban II - Papal Death,,Ecclesiastical_Records,AMJD_DYNASTIC_CIVILIZATIONAL_MASTER.csv,3
